,name,imp
0,X1,0.0016193730783743187
1,X2,0.0021261998763859864
2,X3,0.0032581214955653935
3,X4,0.03786409785815842
4,X5,0.09289464705483054
5,X6,0.0039149600473689225
6,X7,0.011759710674657411
7,X8,0.04064166584075029
8,X9,0.012093294474732551
9,X10,0.029317162598228554
10,X11,0.0009400814807317072
11,X12,0.00225637889694811
12,X13,0.012905196540156767
13,X14,0.001582161939499958
14,X15,0.0036518058023627103
15,X16,0.0027943066321685726
16,X17,0.00014665382807106808
17,X18,0.0010046944219272043
18,X19,0.0033224286979909303
19,X20,0.0038862991189882044
20,X21,0.0011951194832073076
21,X22,0.004096197690827741
22,X23,0.028939400618129687
23,X24,0.0012151964568727128
24,X25,0.0011907325996968
25,X26,0.045750389910812116
26,X27,0.0021097328732051315
27,X28,0.0065132862814396425
28,X29,0.043771627880545796
29,X30,0.008464968266990221
30,X31,0.004395813364313396
31,X32,0.10624791919887937
32,X33,0.009012366439317746
33,X34,0.007346313502193043
34,X35,0.0020723833064131406
35,X36,0.0010335884808071662
36,X37,0.0032529167351097715
37,X38,0.0020337538957874656
38,X39,0.00217233596035048
39,X40,0.001247645433185387
40,X41,0.0557496262521538
41,X42,0.003204647137697317
42,X43,0.01935752523622466
43,X44,0.00729590659878543
44,X45,0.09615574643548776
45,X46,0.003758776400767502
46,X47,0.01883483105927559
47,X48,0.0067960712910549005
48,X49,0.003431295784699485
49,X50,0.027479733207155535
50,X51,0.0008306759201100152
51,X52,0.002942993866658094
52,X53,0.010364537136834337
53,X54,0.008063567855595945
54,X55,0.08124556206418483
55,X56,0.002439695954519697
56,X57,0.004071154408747232
57,X58,0.034814451694851804
58,X59,0.0006054938054754764
59,X60,0.0012160879432425867
60,X61,0.010499705256250581
61,X62,0.0398803729007192
62,X63,0.010920613053526691
